X,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,-4.800000e-04,2.000000e-05
0,5.00e-03,-1.60e-01,
1,1.50e-02,8.00e-02,
2,7.00e-03,8.00e-02,
3,1.54e-02,-1.60e-01,
4,7.40e-03,-1.60e-01,
5,1.54e-02,8.00e-02,
6,1.52e-02,8.00e-02,
7,5.20e-03,-2.40e-01,
8,6.00e-03,8.00e-02,
9,1.56e-02,-1.60e-01,
10,1.72e-02,-1.60e-01,
11,7.00e-03,8.00e-02,
12,1.26e-02,8.00e-02,
13,5.20e-03,-1.60e-01,
14,4.40e-03,8.00e-02,
15,1.20e-02,-1.60e-01,
16,6.00e-03,8.00e-02,
17,1.30e-02,-2.40e-01,
18,7.80e-03,8.00e-02,
19,1.44e-02,-1.60e-01,
20,1.68e-02,8.00e-02,
21,8.00e-03,-1.60e-01,
22,8.20e-03,8.00e-02,
23,1.54e-02,-1.60e-01,
24,1.46e-02,5.76e+00,
25,6.60e-03,4.72e+00,
26,1.42e-02,5.20e+00,
27,7.00e-03,4.72e+00,
28,1.10e-02,4.64e+00,
29,9.60e-03,5.20e+00,
30,1.08e-02,4.32e+00,
31,-6.80e-03,5.44e+00,
32,-5.80e-03,5.20e+00,
33,-2.00e-04,4.64e+00,
34,-2.00e-04,5.20e+00,
35,-1.60e-03,4.72e+00,
36,-2.00e-04,5.20e+00,
37,-1.60e-03,4.72e+00,
38,2.00e-03,5.12e+00,
39,-3.20e-03,4.64e+00,
40,3.20e-03,5.20e+00,
41,-4.80e-03,4.72e+00,
42,-6.60e-03,4.72e+00,
43,4.40e-03,5.20e+00,
44,-1.60e-03,4.72e+00,
45,1.18e-02,5.12e+00,
46,6.80e-03,5.12e+00,
47,1.96e-02,4.72e+00,
48,1.36e-02,5.20e+00,
49,2.32e-02,4.72e+00,
50,2.22e-02,4.72e+00,
51,1.32e-02,5.12e+00,
52,1.80e-02,4.72e+00,
53,6.60e-03,5.12e+00,
54,1.12e-02,5.12e+00,
55,2.40e-03,4.72e+00,
56,7.40e-03,4.72e+00,
57,1.40e-03,5.20e+00,
58,1.60e-03,4.72e+00,
59,1.18e-02,5.12e+00,
60,6.80e-03,4.72e+00,
61,1.72e-02,5.12e+00,
62,1.76e-02,4.72e+00,
63,1.04e-02,5.20e+00,
64,1.08e-02,5.20e+00,
65,1.84e-02,4.72e+00,
66,8.00e-03,5.12e+00,
67,1.84e-02,4.72e+00,
68,1.42e-02,5.12e+00,
69,4.80e-03,4.72e+00,
70,3.80e-03,4.72e+00,
71,1.16e-02,5.12e+00,
72,1.24e-02,5.20e+00,
73,3.60e-03,4.72e+00,
74,1.32e-02,5.12e+00,
75,6.80e-03,4.72e+00,
76,8.20e-03,4.72e+00,
77,1.54e-02,5.12e+00,
78,8.80e-03,4.72e+00,
79,1.60e-02,5.20e+00,
80,6.00e-03,4.72e+00,
81,1.48e-02,5.12e+00,
82,3.40e-03,5.12e+00,
83,1.34e-02,4.72e+00,
84,1.28e-02,4.72e+00,
85,5.20e-03,5.12e+00,
86,4.40e-03,4.72e+00,
87,1.36e-02,5.20e+00,
88,1.46e-02,5.20e+00,
89,5.60e-03,4.80e+00,
90,1.46e-02,4.72e+00,
91,8.20e-03,5.12e+00,
92,1.50e-02,5.12e+00,
93,7.80e-03,4.72e+00,
94,1.44e-02,4.72e+00,
95,6.40e-03,5.20e+00,
96,7.20e-03,4.80e+00,
97,1.66e-02,5.12e+00,
98,1.40e-02,4.72e+00,
99,6.20e-03,5.12e+00,
100,1.60e-02,5.12e+00,
101,6.60e-03,4.72e+00,
102,7.40e-03,4.72e+00,
103,1.38e-02,5.20e+00,
104,1.38e-02,5.12e+00,
105,6.60e-03,4.72e+00,
106,7.80e-03,5.12e+00,
107,1.40e-02,4.72e+00,
108,1.36e-02,5.12e+00,
109,6.80e-03,4.72e+00,
110,1.38e-02,4.72e+00,
111,6.20e-03,5.20e+00,
112,5.60e-03,4.72e+00,
113,1.40e-02,5.12e+00,
114,8.00e-03,5.12e+00,
115,1.50e-02,4.72e+00,
116,8.60e-03,5.12e+00,
117,1.54e-02,4.72e+00,
118,1.54e-02,5.12e+00,
119,8.40e-03,4.72e+00,
120,1.54e-02,5.12e+00,
121,7.40e-03,4.72e+00,
122,1.34e-02,4.72e+00,
123,4.80e-03,5.12e+00,
124,1.26e-02,5.12e+00,
125,5.40e-03,4.64e+00,
126,1.36e-02,4.72e+00,
127,6.40e-03,5.12e+00,
128,7.00e-03,5.12e+00,
129,1.38e-02,4.72e+00,
130,8.20e-03,5.12e+00,
131,1.64e-02,4.72e+00,
132,1.54e-02,4.72e+00,
133,8.00e-03,5.12e+00,
134,1.36e-02,4.72e+00,
135,6.20e-03,5.20e+00,
136,1.40e-02,5.12e+00,
137,6.60e-03,4.72e+00,
138,6.40e-03,4.72e+00,
139,1.34e-02,5.12e+00,
140,6.20e-03,5.12e+00,
141,1.46e-02,4.72e+00,
142,1.42e-02,5.12e+00,
143,7.20e-03,4.72e+00,
144,1.40e-02,5.12e+00,
145,7.40e-03,4.72e+00,
146,7.60e-03,5.12e+00,
147,1.44e-02,4.72e+00,
148,1.42e-02,5.12e+00,
149,7.20e-03,4.72e+00,
150,6.40e-03,5.12e+00,
151,1.34e-02,4.72e+00,
152,7.20e-03,5.12e+00,
153,1.56e-02,4.72e+00,
154,7.20e-03,4.72e+00,
155,1.44e-02,5.12e+00,
156,1.40e-02,5.12e+00,
157,7.60e-03,4.72e+00,
158,1.64e-02,5.12e+00,
159,7.60e-03,4.72e+00,
