X,CH2,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,Volt,-7.200000e-04,1.000000e-05
0,0.00e+00,1.28e-02,1.60e-01,
1,4.00e-01,-2.40e-03,-1.60e-01,
2,0.00e+00,0.00e+00,1.60e-01,
3,4.00e-01,8.80e-03,-1.60e-01,
4,0.00e+00,9.60e-03,1.60e-01,
5,4.00e-01,8.00e-04,-1.60e-01,
6,0.00e+00,8.00e-04,1.60e-01,
7,4.00e-01,1.04e-02,-1.60e-01,
8,0.00e+00,3.20e-03,1.60e-01,
9,4.00e-01,1.12e-02,-8.00e-02,
10,0.00e+00,1.04e-02,1.60e-01,
11,4.00e-01,2.40e-03,-1.60e-01,
12,4.00e-01,1.60e-03,1.60e-01,
13,0.00e+00,1.04e-02,-1.60e-01,
14,0.00e+00,1.60e-03,1.60e-01,
15,4.00e-01,1.12e-02,-8.00e-02,
16,0.00e+00,1.60e-03,1.60e-01,
17,4.00e-01,1.20e-02,-1.60e-01,
18,0.00e+00,4.00e-03,1.60e-01,
19,4.00e-01,1.52e-02,-1.60e-01,
20,0.00e+00,1.20e-02,-1.60e-01,
21,4.00e-01,1.60e-03,1.60e-01,
22,0.00e+00,9.60e-03,1.60e-01,
23,4.00e-01,2.40e-03,-1.60e-01,
24,0.00e+00,1.36e-02,1.60e-01,
25,4.00e-01,2.40e-03,-1.60e-01,
26,0.00e+00,1.20e-02,1.60e-01,
27,4.00e-01,3.20e-03,-1.60e-01,
28,4.00e-01,1.04e-02,-1.60e-01,
29,0.00e+00,1.60e-03,1.60e-01,
30,0.00e+00,8.00e-04,1.60e-01,
31,4.00e-01,9.60e-03,-1.60e-01,
32,0.00e+00,2.40e-03,-1.60e-01,
33,4.00e-01,9.60e-03,1.60e-01,
34,0.00e+00,1.20e-02,1.60e-01,
35,4.00e-01,1.60e-03,-1.60e-01,
36,0.00e+00,2.40e-03,1.60e-01,
37,4.00e-01,1.20e-02,-1.60e-01,
38,0.00e+00,1.04e-02,1.60e-01,
39,4.00e-01,1.60e-03,-1.60e-01,
40,0.00e+00,1.12e-02,1.60e-01,
41,4.00e-01,8.00e-04,-1.60e-01,
42,0.00e+00,1.60e-03,1.60e-01,
43,4.00e-01,1.12e-02,-1.60e-01,
44,0.00e+00,3.20e-03,1.60e-01,
45,4.00e-01,1.04e-02,-1.60e-01,
46,0.00e+00,1.60e-03,-1.60e-01,
47,4.00e-01,1.20e-02,1.60e-01,
48,0.00e+00,1.12e-02,-1.60e-01,
49,4.00e-01,2.40e-03,1.60e-01,
50,0.00e+00,3.20e-03,1.60e-01,
51,4.00e-01,1.12e-02,-1.60e-01,
52,0.00e+00,1.12e-02,1.60e-01,
53,4.00e-01,2.40e-03,-1.60e-01,
54,0.00e+00,1.60e-03,-1.60e-01,
55,4.00e-01,1.20e-02,1.60e-01,
56,0.00e+00,3.20e-03,1.60e-01,
57,4.00e-01,1.20e-02,-1.60e-01,
58,0.00e+00,3.20e-03,1.60e-01,
59,4.00e-01,1.20e-02,-1.60e-01,
60,0.00e+00,2.40e-03,1.60e-01,
61,4.00e-01,1.04e-02,-1.60e-01,
62,0.00e+00,8.00e-04,-1.60e-01,
63,4.00e-01,1.28e-02,1.60e-01,
64,0.00e+00,2.40e-03,-1.60e-01,
65,4.00e-01,1.04e-02,1.60e-01,
66,0.00e+00,1.20e-02,1.60e-01,
67,4.00e-01,2.40e-03,-1.60e-01,
68,0.00e+00,1.04e-02,1.60e-01,
69,4.00e-01,3.20e-03,-1.60e-01,
70,0.00e+00,-1.60e-03,1.60e-01,
71,4.00e-01,1.20e-02,-1.60e-01,
72,0.00e+00,1.28e-02,5.92e+00,
73,4.00e-01,2.40e-03,4.80e+00,
74,0.00e+00,1.52e-02,5.20e+00,
75,4.00e-01,-8.00e-04,4.72e+00,
76,4.00e-01,9.60e-03,4.72e+00,
77,0.00e+00,8.00e-04,5.36e+00,
78,4.00e-01,8.00e-03,5.20e+00,
79,0.00e+00,5.60e-03,4.72e+00,
80,0.00e+00,5.60e-03,5.20e+00,
81,4.00e-01,8.00e-03,4.72e+00,
82,4.00e-01,8.80e-03,4.80e+00,
83,0.00e+00,4.80e-03,5.20e+00,
84,-1.20e+01,8.00e-03,4.48e+00,
85,1.24e+01,1.60e-03,5.44e+00,
86,-1.20e+01,3.20e-03,5.28e+00,
87,1.24e+01,-1.12e-02,4.88e+00,
88,-1.16e+01,-8.80e-03,5.44e+00,
89,1.20e+01,-1.44e-02,4.64e+00,
90,8.00e-01,-1.12e-02,5.28e+00,
91,4.00e-01,-6.40e-03,4.72e+00,
92,4.00e-01,-6.40e-03,5.20e+00,
93,8.00e-01,-8.00e-03,4.72e+00,
94,8.00e-01,-8.00e-03,5.20e+00,
95,0.00e+00,-6.40e-03,4.80e+00,
96,8.00e-01,-6.40e-03,4.72e+00,
97,0.00e+00,-8.00e-03,5.20e+00,
98,0.00e+00,-6.40e-03,5.20e+00,
99,8.00e-01,-8.00e-03,4.72e+00,
100,0.00e+00,-8.00e-03,4.72e+00,
101,8.00e-01,-6.40e-03,5.20e+00,
102,0.00e+00,-6.40e-03,5.20e+00,
103,8.00e-01,-8.00e-03,4.72e+00,
104,0.00e+00,-8.00e-03,5.20e+00,
105,8.00e-01,-6.40e-03,4.72e+00,
106,8.00e-01,-6.40e-03,5.20e+00,
107,0.00e+00,-8.00e-03,4.72e+00,
108,0.00e+00,-8.00e-03,5.20e+00,
109,8.00e-01,-6.40e-03,4.80e+00,
110,0.00e+00,-8.00e-03,5.20e+00,
111,8.00e-01,-6.40e-03,4.72e+00,
112,8.00e-01,-8.00e-03,5.20e+00,
113,0.00e+00,-6.40e-03,4.72e+00,
114,4.00e-01,-8.00e-03,4.80e+00,
115,8.00e-01,-6.40e-03,5.20e+00,
116,8.00e-01,-6.40e-03,5.20e+00,
117,0.00e+00,-8.00e-03,4.72e+00,
118,8.00e-01,-8.00e-03,4.72e+00,
119,0.00e+00,-6.40e-03,5.20e+00,
120,0.00e+00,-8.00e-03,5.20e+00,
121,8.00e-01,-6.40e-03,4.72e+00,
122,0.00e+00,-8.00e-03,4.80e+00,
123,8.00e-01,-6.40e-03,5.20e+00,
124,0.00e+00,-8.00e-03,5.20e+00,
125,8.00e-01,-6.40e-03,4.72e+00,
126,0.00e+00,-6.40e-03,5.20e+00,
127,8.00e-01,-8.00e-03,4.72e+00,
128,0.00e+00,-6.40e-03,4.72e+00,
129,8.00e-01,-8.00e-03,5.20e+00,
130,0.00e+00,-8.00e-03,5.20e+00,
131,8.00e-01,-6.40e-03,4.72e+00,
132,0.00e+00,-6.40e-03,4.72e+00,
133,8.00e-01,-8.00e-03,5.20e+00,
134,0.00e+00,-8.00e-03,5.20e+00,
135,8.00e-01,-6.40e-03,4.72e+00,
136,0.00e+00,-6.40e-03,4.80e+00,
137,8.00e-01,-8.00e-03,5.20e+00,
138,0.00e+00,-6.40e-03,5.20e+00,
139,8.00e-01,-8.00e-03,4.72e+00,
140,0.00e+00,-8.00e-03,5.20e+00,
141,4.00e-01,-6.40e-03,4.72e+00,
142,0.00e+00,-8.00e-03,5.20e+00,
143,4.00e-01,-4.80e-03,4.72e+00,
144,4.00e-01,-6.40e-03,5.20e+00,
145,0.00e+00,-8.00e-03,4.72e+00,
146,0.00e+00,-6.40e-03,5.20e+00,
147,8.00e-01,-8.00e-03,4.72e+00,
148,0.00e+00,-8.00e-03,5.20e+00,
149,8.00e-01,-5.60e-03,4.72e+00,
150,4.00e-01,-8.00e-03,4.72e+00,
151,0.00e+00,-4.80e-03,5.20e+00,
152,0.00e+00,-4.80e-03,5.20e+00,
153,8.00e-01,-8.00e-03,4.72e+00,
154,0.00e+00,-4.80e-03,5.20e+00,
155,4.00e-01,-8.00e-03,4.72e+00,
156,0.00e+00,-5.60e-03,5.20e+00,
157,4.00e-01,-8.00e-03,4.80e+00,
158,0.00e+00,-4.80e-03,5.20e+00,
159,4.00e-01,-8.00e-03,4.72e+00,
160,4.00e-01,-4.80e-03,5.20e+00,
161,0.00e+00,-8.00e-03,4.72e+00,
162,0.00e+00,-8.00e-03,5.20e+00,
163,4.00e-01,-4.80e-03,4.72e+00,
164,0.00e+00,-4.80e-03,5.20e+00,
165,4.00e-01,-7.20e-03,4.72e+00,
166,0.00e+00,-4.80e-03,5.20e+00,
167,4.00e-01,-8.00e-03,4.72e+00,
168,0.00e+00,-7.20e-03,5.20e+00,
169,4.00e-01,-4.80e-03,4.72e+00,
170,0.00e+00,-4.80e-03,5.20e+00,
171,4.00e-01,-7.20e-03,4.72e+00,
172,0.00e+00,-4.80e-03,4.72e+00,
173,4.00e-01,-7.20e-03,5.20e+00,
174,0.00e+00,-7.20e-03,5.20e+00,
175,4.00e-01,-4.80e-03,4.72e+00,
176,0.00e+00,-4.80e-03,5.20e+00,
177,4.00e-01,-7.20e-03,4.72e+00,
178,0.00e+00,-4.80e-03,5.20e+00,
179,4.00e-01,-8.00e-03,4.72e+00,
180,0.00e+00,-7.20e-03,5.20e+00,
181,4.00e-01,-4.80e-03,4.72e+00,
182,0.00e+00,-4.80e-03,5.20e+00,
183,4.00e-01,-7.20e-03,4.72e+00,
184,4.00e-01,-7.20e-03,5.20e+00,
185,0.00e+00,-4.80e-03,4.72e+00,
186,0.00e+00,-7.20e-03,5.20e+00,
187,4.00e-01,-4.80e-03,4.72e+00,
188,0.00e+00,-7.20e-03,5.20e+00,
189,4.00e-01,-4.80e-03,4.72e+00,
190,0.00e+00,-4.80e-03,5.20e+00,
191,4.00e-01,-7.20e-03,4.72e+00,
192,0.00e+00,-7.20e-03,5.20e+00,
193,4.00e-01,-4.80e-03,4.72e+00,
