X,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,-1.080000e-03,2.000000e-05
0,2.80e-02,-1.60e-01,
1,3.84e-02,8.00e-02,
2,3.92e-02,8.00e-02,
3,2.72e-02,-1.60e-01,
4,2.56e-02,8.00e-02,
5,3.84e-02,-1.60e-01,
6,2.72e-02,8.00e-02,
7,3.76e-02,-1.60e-01,
8,2.72e-02,8.00e-02,
9,3.92e-02,-1.60e-01,
10,3.92e-02,8.00e-02,
11,2.88e-02,-1.60e-01,
12,3.76e-02,-1.60e-01,
13,2.80e-02,8.00e-02,
14,2.72e-02,8.00e-02,
15,3.68e-02,-1.60e-01,
16,2.64e-02,8.00e-02,
17,3.76e-02,-1.60e-01,
18,3.76e-02,8.00e-02,
19,2.80e-02,-1.60e-01,
20,3.84e-02,8.00e-02,
21,2.64e-02,-1.60e-01,
22,2.80e-02,8.00e-02,
23,3.76e-02,-1.60e-01,
24,2.72e-02,8.00e-02,
25,3.92e-02,-1.60e-01,
26,3.60e-02,8.00e-02,
27,2.72e-02,-1.60e-01,
28,2.72e-02,8.00e-02,
29,3.68e-02,-1.60e-01,
30,3.60e-02,8.00e-02,
31,2.72e-02,-1.60e-01,
32,2.80e-02,8.00e-02,
33,3.68e-02,-1.60e-01,
34,2.88e-02,-1.60e-01,
35,3.76e-02,8.00e-02,
36,3.84e-02,8.00e-02,
37,2.88e-02,-1.60e-01,
38,2.72e-02,-1.60e-01,
39,3.76e-02,8.00e-02,
40,2.96e-02,8.00e-02,
41,3.84e-02,-1.60e-01,
42,2.80e-02,8.00e-02,
43,4.00e-02,-1.60e-01,
44,3.84e-02,-1.60e-01,
45,2.72e-02,8.00e-02,
46,3.76e-02,8.00e-02,
47,2.80e-02,-1.60e-01,
48,2.88e-02,-1.60e-01,
49,3.92e-02,8.00e-02,
50,2.80e-02,8.00e-02,
51,3.92e-02,-1.60e-01,
52,3.76e-02,8.00e-02,
53,2.80e-02,-1.60e-01,
54,3.84e-02,5.84e+00,
55,2.72e-02,4.72e+00,
56,4.08e-02,5.20e+00,
57,2.72e-02,4.72e+00,
58,3.20e-02,4.72e+00,
59,3.36e-02,5.20e+00,
60,3.36e-02,4.40e+00,
61,-8.00e-04,5.44e+00,
62,4.00e-03,5.20e+00,
63,-2.40e-03,4.72e+00,
64,-2.40e-03,4.72e+00,
65,-8.00e-04,5.20e+00,
66,-2.40e-03,4.64e+00,
67,-8.00e-04,5.20e+00,
68,-8.00e-04,4.72e+00,
69,-3.36e-02,5.20e+00,
70,-2.96e-02,5.12e+00,
71,-4.48e-02,4.64e+00,
72,-3.36e-02,5.20e+00,
73,1.04e-02,4.72e+00,
74,7.20e-03,5.12e+00,
75,5.04e-02,4.72e+00,
76,4.56e-02,5.12e+00,
77,7.68e-02,4.72e+00,
78,6.96e-02,5.12e+00,
79,8.08e-02,4.72e+00,
80,7.68e-02,5.12e+00,
81,5.04e-02,4.72e+00,
82,5.44e-02,5.12e+00,
83,2.08e-02,4.72e+00,
84,2.64e-02,5.12e+00,
85,5.60e-03,4.72e+00,
86,1.60e-03,5.12e+00,
87,1.44e-02,4.72e+00,
88,5.60e-03,5.12e+00,
89,2.56e-02,4.72e+00,
90,1.84e-02,4.72e+00,
91,4.00e-02,5.12e+00,
92,3.20e-02,5.12e+00,
93,5.04e-02,4.72e+00,
94,4.16e-02,4.80e+00,
95,5.28e-02,5.12e+00,
96,4.96e-02,5.12e+00,
97,3.44e-02,4.72e+00,
98,4.32e-02,4.72e+00,
99,2.56e-02,5.12e+00,
100,3.20e-02,5.12e+00,
101,2.16e-02,4.72e+00,
102,2.08e-02,5.12e+00,
103,2.96e-02,4.72e+00,
104,2.08e-02,5.12e+00,
105,3.52e-02,4.72e+00,
106,2.72e-02,5.12e+00,
107,4.00e-02,4.72e+00,
108,2.96e-02,5.12e+00,
109,4.16e-02,4.72e+00,
110,4.00e-02,5.12e+00,
111,3.04e-02,4.72e+00,
112,3.92e-02,5.12e+00,
113,2.88e-02,4.72e+00,
114,3.60e-02,5.12e+00,
115,2.64e-02,4.72e+00,
116,3.52e-02,5.12e+00,
117,2.64e-02,4.72e+00,
118,2.64e-02,5.12e+00,
119,3.76e-02,4.72e+00,
120,2.80e-02,5.12e+00,
121,3.84e-02,4.72e+00,
122,2.72e-02,5.12e+00,
123,3.92e-02,4.72e+00,
124,3.84e-02,5.12e+00,
125,2.88e-02,4.72e+00,
126,2.80e-02,5.12e+00,
127,3.84e-02,4.72e+00,
128,2.64e-02,4.72e+00,
129,3.68e-02,5.12e+00,
130,3.68e-02,5.12e+00,
131,2.72e-02,4.72e+00,
132,2.72e-02,4.72e+00,
133,3.68e-02,5.12e+00,
134,2.88e-02,5.12e+00,
135,3.84e-02,4.72e+00,
136,4.00e-02,4.72e+00,
137,2.88e-02,5.12e+00,
138,3.92e-02,5.12e+00,
139,2.88e-02,4.72e+00,
140,3.84e-02,4.72e+00,
141,2.72e-02,5.12e+00,
142,3.68e-02,5.12e+00,
143,2.72e-02,4.72e+00,
144,2.64e-02,4.72e+00,
145,3.52e-02,5.12e+00,
146,3.84e-02,5.12e+00,
147,2.56e-02,4.72e+00,
148,3.68e-02,5.12e+00,
149,2.64e-02,4.72e+00,
150,2.96e-02,5.12e+00,
151,3.76e-02,4.72e+00,
152,3.76e-02,5.12e+00,
153,2.80e-02,4.72e+00,
154,3.76e-02,5.12e+00,
155,2.88e-02,4.72e+00,
156,3.68e-02,5.12e+00,
157,2.64e-02,4.72e+00,
158,2.72e-02,5.12e+00,
159,3.52e-02,4.72e+00,
160,2.72e-02,5.12e+00,
161,3.60e-02,4.72e+00,
162,3.60e-02,5.12e+00,
163,2.72e-02,4.64e+00,
164,3.84e-02,5.12e+00,
165,2.88e-02,4.72e+00,
166,2.88e-02,5.12e+00,
167,3.92e-02,4.72e+00,
168,4.08e-02,4.80e+00,
169,2.72e-02,5.12e+00,
170,2.88e-02,5.12e+00,
171,3.76e-02,4.64e+00,
172,3.92e-02,5.12e+00,
173,2.80e-02,4.64e+00,
174,3.68e-02,5.12e+00,
175,2.48e-02,4.72e+00,
176,2.80e-02,5.12e+00,
177,3.76e-02,4.64e+00,
178,3.92e-02,5.12e+00,
179,2.64e-02,4.72e+00,
180,2.56e-02,5.12e+00,
181,3.68e-02,4.72e+00,
182,3.76e-02,4.72e+00,
183,2.80e-02,5.12e+00,
184,3.84e-02,5.12e+00,
185,2.88e-02,4.72e+00,
186,4.08e-02,5.12e+00,
187,2.80e-02,4.72e+00,
188,3.68e-02,4.72e+00,
189,2.72e-02,5.12e+00,
190,3.68e-02,5.12e+00,
191,2.72e-02,4.72e+00,
192,2.88e-02,5.12e+00,
193,3.92e-02,4.64e+00,
194,2.80e-02,5.12e+00,
195,3.84e-02,4.64e+00,
196,2.96e-02,4.72e+00,
197,3.76e-02,5.12e+00,
198,2.88e-02,5.12e+00,
199,3.84e-02,4.72e+00,
200,3.76e-02,5.12e+00,
201,2.80e-02,4.72e+00,
202,3.76e-02,5.12e+00,
203,2.72e-02,4.64e+00,
204,3.84e-02,5.12e+00,
205,2.80e-02,4.64e+00,
206,2.88e-02,5.12e+00,
207,3.84e-02,4.64e+00,
208,3.52e-02,5.12e+00,
209,3.28e-02,4.64e+00,
210,3.44e-02,4.64e+00,
211,8.00e-04,5.44e+00,
212,2.40e-03,5.12e+00,
213,-8.00e-03,4.56e+00,
214,-6.40e-03,5.12e+00,
215,-8.00e-03,4.64e+00,
216,-6.40e-03,5.12e+00,
217,-8.00e-03,4.64e+00,
218,-6.40e-03,5.12e+00,
219,-8.00e-03,4.64e+00,
220,-6.40e-03,5.12e+00,
221,-8.00e-03,4.64e+00,
222,-8.00e-03,4.64e+00,
223,2.56e-02,5.12e+00,
224,2.16e-02,5.12e+00,
225,5.52e-02,4.64e+00,
226,5.36e-02,5.12e+00,
227,4.08e-02,-1.28e+00,
228,4.72e-02,-1.60e-01,
229,3.20e-02,0.00e+00,
230,3.76e-02,-1.60e-01,
231,2.08e-02,0.00e+00,
232,2.56e-02,-1.60e-01,
233,1.60e-02,0.00e+00,
