X,CH1,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,Volt,-4.060000e-03,1.000000e-05
0,1.64e-01,2.00e+00,0.00e+00,
1,1.64e-01,2.00e+00,0.00e+00,
2,1.60e-01,2.00e+00,0.00e+00,
3,1.60e-01,2.00e+00,0.00e+00,
4,1.64e-01,0.00e+00,0.00e+00,
5,1.64e-01,0.00e+00,0.00e+00,
6,1.64e-01,0.00e+00,0.00e+00,
7,1.64e-01,0.00e+00,0.00e+00,
8,1.60e-01,2.00e+00,0.00e+00,
9,1.60e-01,2.00e+00,0.00e+00,
10,1.60e-01,2.00e+00,0.00e+00,
11,1.60e-01,2.00e+00,0.00e+00,
12,1.64e-01,0.00e+00,0.00e+00,
13,1.64e-01,0.00e+00,0.00e+00,
14,1.64e-01,2.00e+00,0.00e+00,
15,1.64e-01,2.00e+00,0.00e+00,
16,1.60e-01,2.00e+00,0.00e+00,
17,1.60e-01,2.00e+00,0.00e+00,
18,1.60e-01,0.00e+00,2.00e-01,
19,1.60e-01,0.00e+00,2.00e-01,
20,1.60e-01,2.00e+00,0.00e+00,
21,1.60e-01,2.00e+00,0.00e+00,
22,1.64e-01,2.00e+00,-2.00e-01,
23,1.64e-01,2.00e+00,-2.00e-01,
24,1.64e-01,2.00e+00,0.00e+00,
25,1.64e-01,2.00e+00,0.00e+00,
26,1.60e-01,0.00e+00,0.00e+00,
27,1.60e-01,0.00e+00,0.00e+00,
28,1.64e-01,2.00e+00,0.00e+00,
29,1.64e-01,2.00e+00,0.00e+00,
30,1.64e-01,4.00e+00,2.00e-01,
31,1.64e-01,4.00e+00,2.00e-01,
32,1.60e-01,4.00e+00,2.00e-01,
33,1.60e-01,4.00e+00,2.00e-01,
34,1.60e-01,2.00e+00,0.00e+00,
35,1.60e-01,2.00e+00,0.00e+00,
36,1.60e-01,0.00e+00,2.00e-01,
37,1.60e-01,0.00e+00,2.00e-01,
38,1.64e-01,2.00e+00,0.00e+00,
39,1.64e-01,2.00e+00,0.00e+00,
40,1.60e-01,4.00e+00,0.00e+00,
41,1.60e-01,4.00e+00,0.00e+00,
42,1.56e-01,2.00e+00,0.00e+00,
43,1.56e-01,2.00e+00,0.00e+00,
44,1.64e-01,0.00e+00,0.00e+00,
45,1.64e-01,0.00e+00,0.00e+00,
46,1.60e-01,4.00e+00,0.00e+00,
47,1.60e-01,4.00e+00,0.00e+00,
48,1.60e-01,4.00e+00,0.00e+00,
49,1.60e-01,4.00e+00,0.00e+00,
50,1.64e-01,2.00e+00,0.00e+00,
51,1.64e-01,2.00e+00,0.00e+00,
52,1.60e-01,2.00e+00,0.00e+00,
53,1.60e-01,2.00e+00,0.00e+00,
54,1.64e-01,2.00e+00,0.00e+00,
55,1.64e-01,2.00e+00,0.00e+00,
56,1.60e-01,4.00e+00,0.00e+00,
57,1.60e-01,4.00e+00,0.00e+00,
58,1.64e-01,0.00e+00,2.00e-01,
59,1.64e-01,0.00e+00,2.00e-01,
60,1.60e-01,2.00e+00,0.00e+00,
61,1.60e-01,2.00e+00,0.00e+00,
62,1.60e-01,2.00e+00,2.00e-01,
63,1.60e-01,2.00e+00,2.00e-01,
64,1.60e-01,2.00e+00,0.00e+00,
65,1.60e-01,2.00e+00,0.00e+00,
66,1.60e-01,0.00e+00,0.00e+00,
67,1.60e-01,0.00e+00,0.00e+00,
68,1.60e-01,2.00e+00,-2.00e-01,
69,1.60e-01,2.00e+00,-2.00e-01,
70,1.60e-01,2.00e+00,0.00e+00,
71,1.60e-01,2.00e+00,0.00e+00,
72,1.60e-01,2.00e+00,0.00e+00,
73,1.60e-01,2.00e+00,0.00e+00,
74,1.56e-01,0.00e+00,2.00e-01,
75,1.56e-01,0.00e+00,2.00e-01,
76,1.60e-01,2.00e+00,0.00e+00,
77,1.60e-01,2.00e+00,0.00e+00,
78,1.60e-01,4.00e+00,0.00e+00,
79,1.60e-01,4.00e+00,0.00e+00,
80,1.64e-01,2.00e+00,0.00e+00,
81,1.64e-01,2.00e+00,0.00e+00,
82,1.64e-01,2.00e+00,0.00e+00,
83,1.64e-01,2.00e+00,0.00e+00,
84,1.64e-01,4.00e+00,0.00e+00,
85,1.64e-01,4.00e+00,0.00e+00,
86,1.64e-01,4.00e+00,0.00e+00,
87,1.64e-01,4.00e+00,0.00e+00,
88,1.60e-01,2.00e+00,0.00e+00,
89,1.60e-01,2.00e+00,0.00e+00,
90,1.64e-01,2.00e+00,-2.00e-01,
91,1.64e-01,2.00e+00,-2.00e-01,
92,1.60e-01,2.00e+00,0.00e+00,
93,1.60e-01,2.00e+00,0.00e+00,
94,1.60e-01,2.00e+00,2.00e-01,
95,1.60e-01,2.00e+00,2.00e-01,
96,1.60e-01,0.00e+00,0.00e+00,
97,1.60e-01,0.00e+00,0.00e+00,
98,1.68e-01,0.00e+00,2.00e-01,
99,1.68e-01,0.00e+00,2.00e-01,
100,1.60e-01,4.00e+00,0.00e+00,
101,1.60e-01,4.00e+00,0.00e+00,
